,Evalaution Turn,iterations,success,fitness,position
130,131,80,1,2.7784822247955305e-09,[-4.00607221e-05  3.42581490e-05 -1.01196577e+01]
131,132,58,1,4.148155917216831e-09,[-6.24739030e-05 -1.56578210e-05  1.12561271e+02]
132,133,61,1,8.224019317783884e-09,[ 8.00678397e-05 -4.25812208e-05 -2.30198436e+00]
133,134,71,1,2.007009842075461e-09,[ 1.01443022e-05 -4.36360284e-05 -2.84800560e+03]
134,135,83,1,2.219802300630723e-09,[4.68398536e-05 5.08236346e-06 4.58811358e+04]
135,136,67,1,9.669917809720517e-09,[7.81054776e-05 5.97448925e-05 4.68047024e+00]
136,137,80,1,6.505606629115699e-09,[-7.97324021e-05 -1.21799299e-05 -4.09818325e+01]
137,138,62,1,2.2759551998112727e-09,[ 2.14692751e-05 -4.26031152e-05  1.39423714e+02]
138,139,44,1,5.9420957391606446e-09,[5.79698152e-05 5.08094112e-05 1.91768786e+00]
139,140,51,1,1.6105175392967924e-09,[ 2.39620796e-05 -3.21921773e-05 -1.26107187e+01]
140,141,55,1,5.264864848920979e-09,[-5.62870707e-06  7.23407389e-05  8.70716355e+00]
141,142,83,1,2.169461016800837e-09,[-4.41584098e-05 -1.48153928e-05  8.59803244e+02]
142,143,71,1,2.550359788594006e-09,[1.12897213e-05 4.92229823e-05 8.36608569e+01]
143,144,54,1,8.99714265496154e-09,[ 5.81819381e-05 -7.49133148e-05  1.08512135e+01]
144,145,81,1,5.073829182330639e-09,[-6.82785911e-05  2.02944126e-05  1.55261055e+02]
145,146,75,1,3.213443457457604e-09,[-4.78973339e-05  3.03197768e-05  3.00786096e+03]
146,147,45,1,7.012331105411647e-09,[-7.71806184e-05  3.24882017e-05  3.25836130e+02]
147,148,79,1,9.341138289066405e-09,[-1.66329258e-05 -9.52075841e-05 -2.87178756e+03]
148,149,79,1,1.0212505118570448e-09,[-1.87049518e-06 -3.19022219e-05 -5.31026388e+02]
149,150,80,1,9.711347163671574e-09,[9.71584821e-05 1.64795786e-05 2.27598986e+01]
150,151,77,1,8.088984681224794e-09,[ 8.98225354e-05 -4.57130432e-06 -2.72992182e+03]
151,152,82,1,5.723844034685654e-10,[-1.60734433e-05  1.77208585e-05  1.49261174e+01]
152,153,91,1,3.0202240334628763e-09,[ 4.81168944e-05 -2.65516196e-05  9.01917587e+00]
153,154,81,1,4.377930895225216e-09,[-6.41955143e-05  1.60270660e-05 -2.98782167e+04]
154,155,68,1,7.908482580918606e-09,[ 5.57012602e-05 -6.93242540e-05  1.46808950e+02]
155,156,75,1,3.975892135396163e-09,[-2.47462778e-05 -5.79958091e-05 -2.32169669e+02]
156,157,76,1,6.201200797004497e-09,[ 6.44100962e-05 -4.53049700e-05 -2.03558124e+02]
157,158,71,1,2.5959127135035535e-09,[-2.93151267e-05 -4.16717658e-05 -4.65572144e+00]
158,159,66,1,3.7898870780390545e-09,[4.73406410e-05 3.93541712e-05 7.05150626e+01]
159,160,52,1,5.436971127888758e-09,[ 7.08417378e-05 -2.04553003e-05 -3.07086871e+00]
160,161,56,1,9.905913491392359e-09,[-2.22443602e-05 -9.70108341e-05  1.15653640e+03]
161,162,72,1,4.834331009851043e-09,[-6.91957941e-05  6.80243272e-06  3.48458096e+01]
162,163,83,1,4.173450165680495e-09,[ 4.59275473e-05  4.54324836e-05 -5.36668761e-01]
163,164,67,1,1.8539366958754493e-10,[ 1.09243875e-05 -8.12720292e-06 -1.71427265e+03]
164,165,85,1,1.8347174970446114e-10,[ 1.88926257e-06 -1.34127714e-05 -6.40796698e+03]
165,166,56,1,8.573073888478956e-09,[ 3.36928343e-05 -8.62430682e-05 -2.31168328e+01]
166,167,71,1,5.67263449629765e-09,[-5.68851689e-05  4.93630637e-05 -1.04090815e+01]
167,168,75,1,1.6745577708703243e-09,[-3.47770230e-05 -2.15665584e-05  2.43729905e+02]
168,169,79,1,5.08616850688455e-09,[ 7.00214900e-05  1.35336412e-05 -4.87340536e+02]
169,170,77,1,6.554951746765752e-09,[ 4.73903934e-05  6.56437534e-05 -1.21339758e+02]
170,171,82,1,8.400138306233398e-09,[ 8.97576600e-05 -1.85391687e-05  1.00207469e+03]
171,172,78,1,9.816251009891136e-10,[1.66112381e-05 2.65648616e-05 1.31935831e+01]
172,173,64,1,9.652874802755243e-09,[ 7.40125913e-05  6.46143260e-05 -2.02044601e+00]
173,174,73,1,7.3846328739920495e-09,[2.92580870e-05 8.07997353e-05 1.77392332e+03]
174,175,62,1,9.466004483241167e-09,[-9.72921133e-05  4.99173727e-07 -2.68972259e+00]
175,176,65,1,4.864474306381331e-09,[ 7.64781580e-06  6.93252135e-05 -4.42789665e+01]
176,177,68,1,4.999135975371615e-09,[-4.67607572e-05  5.30336455e-05 -2.01841465e+01]
177,178,87,1,1.633782187484087e-09,[ 4.03750605e-05 -1.90700695e-06  1.03141813e+02]
178,179,70,1,8.641776806685506e-10,[-2.93828803e-05 -9.07758473e-07  3.42175822e+00]
179,180,88,1,5.626785114505282e-09,[ 6.83763247e-05  3.08457993e-05 -3.63037418e+01]
180,181,58,1,4.0004754921335955e-09,[-4.37605659e-05 -4.56671475e-05 -5.36159475e+01]
181,182,69,1,9.627511092243537e-09,[ 5.31819618e-05 -8.24572012e-05  3.04170176e+02]
182,183,59,1,4.10719119940595e-09,[-2.59770685e-05 -5.85865438e-05  2.62879294e+02]
183,184,50,1,6.781527561269286e-09,[-4.09162744e-05 -7.14659783e-05  1.64243041e+01]
184,185,76,1,8.107176654353563e-09,[ 1.71548943e-05  8.83905326e-05 -1.62586338e+02]
185,186,66,1,1.4716714300120046e-09,[ 2.53233055e-05  2.88166901e-05 -5.65298688e+01]
186,187,37,1,2.105433628167446e-09,[ 4.47602051e-05  1.00974091e-05 -9.20853388e+02]
187,188,53,1,9.374694051176885e-09,[9.65366555e-05 7.44098071e-06 4.21137199e+02]
188,189,92,1,4.34279410910885e-09,[-5.54775916e-05  3.55672734e-05  2.86971981e+00]
189,190,90,1,4.052360160863149e-09,[-2.56566578e-05 -5.82588712e-05  1.08879283e+03]
190,191,95,1,1.215198973135699e-09,[-9.50924725e-06 -3.35376384e-05  5.98085043e+02]
191,192,79,1,4.977408080442054e-09,[-5.08476413e-05  4.89073149e-05 -1.14997057e+01]
192,193,88,1,6.063610465961377e-09,[-1.47996882e-05  7.64498509e-05 -4.10671435e+01]
193,194,77,1,4.6798025945878e-09,[4.51398888e-05 5.14022668e-05 7.31492456e-01]
194,195,53,1,3.1393718111205767e-09,[-5.59733469e-05 -2.52115963e-06  2.23966903e+03]
195,196,70,1,7.671415250439834e-09,[-2.00042892e-05  8.52715877e-05 -2.49766416e+00]
196,197,64,1,1.8990202509458397e-09,[ 3.91025180e-05 -1.92357307e-05  4.97385176e+01]
197,198,68,1,7.792046498137395e-10,[2.33572797e-05 1.52853569e-05 3.61955588e+05]
198,199,65,1,7.535590079906513e-09,[-3.48413816e-06 -8.67378283e-05 -1.18476215e+01]
