,Evalaution Turn,iterations,success,fitness,position
78,79,397.0,1,10.0,[ 3.69204836e-09 -8.96897954e-10  2.54274088e+05]
79,80,234.0,1,10.0,[-1.61804030e-09 -1.55300190e-09  1.03318119e+04]
80,81,297.0,1,10.0,[-2.55175879e-09  1.26640052e-09 -3.02412220e+02]
81,82,314.0,1,10.0,[ 2.15722284e-09 -1.07865307e-09  8.99357064e+03]
82,83,362.0,1,10.0,[-3.86150833e-10  1.23785796e-09  2.11180771e+02]
83,84,272.0,1,10.0,[-2.46558487e-09 -1.40484553e-09 -1.30229274e+01]
84,85,307.0,1,10.0,[ 2.99065437e-09 -9.22823812e-10  1.03172272e+05]
85,86,303.0,1,10.0,[ 3.41642668e-09 -1.99982689e-10  4.08860100e+03]
86,87,305.0,1,10.0,[-1.39199223e-09 -7.50609220e-11 -2.46711341e+02]
87,88,389.0,1,10.0,[2.42548709e-09 5.33366124e-10 2.95529750e+05]
88,89,403.0,1,10.0,[ 3.06464401e-09 -4.19412465e-10 -9.87520412e+06]
89,90,316.0,1,10.0,[ 1.44235326e-09 -1.25625929e-09  1.06494482e+07]
90,91,481.0,1,10.0,[-1.26629814e-09  2.74408471e-10 -1.95341603e+07]
91,92,294.0,1,10.0,[-3.63872576e-09  1.24470468e-09  1.49198873e+03]
92,93,285.0,1,10.0,[-2.41536579e-09 -1.18036970e-09  7.74183783e+01]
93,94,299.0,1,10.0,[-9.91873141e-10 -1.41595344e-09  2.11826277e+02]
94,95,381.0,1,10.0,[ 1.81897834e-09 -2.63533802e-11  1.26364903e+05]
95,96,323.0,1,10.0,[ 1.80846251e-09 -6.50275960e-10  1.11403683e+05]
96,97,316.0,1,10.0,[-2.88309238e-09  1.16898463e-09 -2.84391966e+06]
97,98,379.0,1,10.0,[-3.39660827e-09 -8.63638361e-10 -7.52465533e+03]
98,99,285.0,1,10.0,[ 4.73127253e-10 -7.13563414e-10  1.70879915e+06]
99,100,391.0,1,10.0,[-3.27787720e-09 -1.15864568e-09  1.22380264e+05]
100,101,405.0,1,10.0,[-7.34111236e-10  1.11789734e-09 -1.14986405e+07]
101,102,384.0,1,10.0,[ 3.59741271e-09 -1.48146874e-09 -2.89124812e+02]
102,103,443.0,1,10.0,[ 1.35989103e-09 -8.39089636e-10 -3.92633764e+01]
103,104,239.0,1,10.0,[-2.10608989e-09  1.03027564e-09 -7.36386149e+04]
104,105,311.0,1,10.0,[2.16205122e-09 1.25878566e-09 2.43796326e+04]
105,106,253.0,1,10.0,[-1.46999444e-09 -9.00556541e-10 -1.64916085e+00]
106,107,363.0,1,10.0,[-3.13828364e-09  7.12089824e-10  7.48077532e+02]
107,108,448.0,1,10.0,[6.12595103e-10 6.40526284e-10 1.94389388e+07]
108,109,410.0,1,10.0,[ 7.33021690e-10 -1.48649414e-09  1.77193782e+04]
109,110,,0,,
110,111,380.0,1,10.0,[2.34661935e-09 8.88805981e-10 4.05273936e+04]
111,112,385.0,1,10.0,[ 3.14516599e-09 -1.02646571e-09 -1.65633959e+07]
112,113,307.0,1,10.0,[-2.80443159e-09 -2.87962073e-10 -1.32384690e+05]
113,114,350.0,1,10.0,[ 5.94005882e-10 -9.11260173e-10 -4.80778458e+05]
114,115,363.0,1,10.0,[ 3.20194031e-09 -9.91231796e-10  2.01069667e+08]
115,116,325.0,1,10.0,[-3.00844182e-09  1.00083044e-09  2.56217084e+06]
116,117,378.0,1,10.0,[-1.55148850e-09 -4.27608307e-10  8.27768912e+04]
117,118,314.0,1,10.0,[-1.20432385e-09 -1.54706753e-10 -5.25009448e+04]
118,119,329.0,1,10.0,[1.35329006e-09 1.36835809e-09 7.01394281e+00]
119,120,340.0,1,10.0,[-4.67469443e-10  1.42096063e-09  8.45896868e+05]
120,121,341.0,1,10.0,[-1.52902462e-09  3.60140379e-10 -8.42690663e+03]
121,122,368.0,1,10.0,[-2.83135517e-09 -8.92698002e-10 -3.18109296e+01]
122,123,325.0,1,10.0,[-2.90235568e-09  1.22930073e-09  1.09951023e+04]
123,124,301.0,1,10.0,[ 9.00838548e-10 -5.26374843e-11  4.14965109e+04]
124,125,324.0,1,10.0,[ 1.55399854e-09  7.87235765e-10 -3.70739856e+02]
125,126,271.0,1,10.0,[ 3.50290366e-09 -1.29851950e-09 -1.89285338e+04]
126,127,290.0,1,10.0,[-1.62611127e-09 -7.06601112e-10 -1.08319827e+03]
127,128,429.0,1,10.0,[-1.53937117e-09 -3.41327739e-10  1.46959924e+03]
128,129,349.0,1,10.0,[ 2.47780905e-09 -5.44494821e-10 -4.39076846e+06]
129,130,253.0,1,10.0,[-2.63475225e-09  1.17774120e-09  8.09166978e+02]
130,131,,0,,
131,132,277.0,1,10.0,[-2.10492683e-09  9.37721375e-10  1.79350231e+03]
132,133,293.0,1,10.0,[ 1.33361710e-09 -2.33114034e-10 -2.72389975e+03]
133,134,313.0,1,10.0,[ 1.00144132e-09  1.94774841e-10 -1.80738057e+04]
134,135,326.0,1,10.0,[3.18317540e-09 3.00725984e-10 6.63536804e+06]
135,136,353.0,1,10.0,[8.40770059e-10 2.47466412e-10 2.71191649e+04]
136,137,358.0,1,10.0,[-9.52953208e-11 -9.80580550e-12  9.50295144e+07]
137,138,274.0,1,10.0,[-2.91138890e-10 -9.15579968e-10  3.61899015e+04]
138,139,358.0,1,10.0,[ 1.07491803e-09 -9.28831130e-10  1.66233887e+04]
139,140,269.0,1,10.0,[-3.66184416e-09  1.30458628e-09 -2.50814503e+06]
140,141,367.0,1,10.0,[ 2.30189887e-09 -2.75676971e-10  6.48665834e+02]
141,142,353.0,1,10.0,[-2.27484135e-09  6.73102717e-10  2.40269849e+05]
142,143,373.0,1,10.0,[-2.84360309e-09 -1.31628078e-09  6.44478612e+04]
143,144,435.0,1,10.0,[ 1.74076785e-09 -8.97513377e-10 -3.44438863e+04]
144,145,368.0,1,10.0,[2.52980027e-09 1.54912948e-09 1.27228771e+03]
145,146,285.0,1,10.0,[ 3.19715989e-10 -8.88165732e-10  1.93538369e+02]
146,147,425.0,1,10.0,[-2.64724970e-09  9.10032755e-10  3.90730330e+02]
147,148,294.0,1,10.0,[-2.87854083e-09 -7.66685474e-10 -1.53717025e+06]
148,149,290.0,1,10.0,[-1.98513302e-09 -9.33156644e-10  1.56701306e+02]
149,150,294.0,1,10.0,[ 1.47634252e-10  1.55632579e-09 -3.03458323e+05]
150,151,338.0,1,10.0,[ 5.72027905e-10  3.52686785e-10 -1.66794275e+05]
151,152,323.0,1,10.0,[-3.11272728e-10 -9.50847987e-10 -7.58081176e+04]
152,153,315.0,1,10.0,[-3.58683218e-09  2.33999175e-10  6.35862768e+03]
153,154,348.0,1,10.0,[1.06743336e-09 8.80114688e-10 8.27577909e+05]
154,155,423.0,1,10.0,[ 3.59564835e-09  7.04425325e-10 -1.61881476e+06]
155,156,362.0,1,10.0,[ 2.36411266e-10 -4.44201675e-10 -9.71095419e+03]
156,157,314.0,1,10.0,[-2.42754542e-09 -2.21841399e-10 -2.08707071e+07]
157,158,349.0,1,10.0,[-1.29329585e-09  1.34753904e-09  9.02047283e+03]
158,159,324.0,1,10.0,[-8.39408420e-10 -3.77416636e-10 -7.52393060e+04]
159,160,413.0,1,10.0,[-2.91772656e-09 -1.47429062e-09  9.97029458e+05]
160,161,370.0,1,10.0,[-1.07921566e-09  3.24762859e-10 -9.41394378e+04]
161,162,398.0,1,10.0,[-3.06842270e-09 -4.49951473e-10  1.13213354e+03]
162,163,324.0,1,10.0,[2.26834353e-09 3.90661481e-10 8.28080044e+02]
163,164,294.0,1,10.0,[-3.43632540e-09 -7.15855802e-10  2.26701025e+06]
164,165,271.0,1,10.0,[2.15889676e-09 1.38589736e-09 3.72707656e+05]
165,166,341.0,1,10.0,[3.58784615e-09 1.62288432e-09 4.70758791e+01]
166,167,413.0,1,10.0,[2.40753164e-09 1.23977215e-09 7.77306067e+06]
167,168,375.0,1,10.0,[9.17762955e-10 3.19939495e-10 2.44168954e+02]
168,169,372.0,1,10.0,[ 2.14730073e-09 -7.30240554e-10  6.06074288e+06]
169,170,449.0,1,10.0,[-1.00474863e-09 -3.82040021e-10 -4.21447344e+06]
170,171,348.0,1,10.0,[-1.73232124e-09 -2.47143141e-10 -9.83984818e+05]
171,172,278.0,1,10.0,[ 3.63463351e-09  1.22397280e-09 -1.04753132e+02]
172,173,315.0,1,10.0,[ 3.57602029e-09 -1.07950967e-09 -2.00270812e+02]
173,174,372.0,1,10.0,[3.53253797e-09 1.29700181e-09 1.05926209e+01]
174,175,404.0,1,10.0,[-2.09394044e-09  6.38191974e-10 -9.74027058e+03]
175,176,402.0,1,10.0,[ 3.62426162e-09  3.33920819e-10 -1.88574749e+05]
176,177,297.0,1,10.0,[-3.06380497e-09 -1.27759250e-09  7.98061183e+08]
177,178,276.0,1,10.0,[-3.57794765e-09 -9.02764857e-10 -1.02744909e+04]
178,179,370.0,1,10.0,[-2.43873644e-09  8.08942271e-10  5.81676268e+06]
179,180,421.0,1,10.0,[ 3.50606424e-09 -1.53592030e-09 -1.81261026e+05]
180,181,364.0,1,10.0,[-2.59175076e-09 -1.06053691e-09  1.27421887e+08]
181,182,,0,,
182,183,350.0,1,10.0,[-3.46103530e-09  7.10554353e-10  1.28278933e+01]
183,184,314.0,1,10.0,[ 2.49603816e-09 -1.43880019e-09 -7.54057607e+03]
184,185,352.0,1,10.0,[-7.11848202e-10 -8.07130299e-10  1.52351416e+03]
185,186,279.0,1,10.0,[ 1.09647812e-10  1.58408026e-09 -1.80785415e+05]
186,187,351.0,1,10.0,[-2.21001496e-09 -5.94731249e-10  1.18561708e+02]
187,188,304.0,1,10.0,[ 3.21979820e-09 -1.23976701e-09 -2.64871782e+04]
188,189,305.0,1,10.0,[ 1.21009104e-09  1.48531973e-09 -1.86480786e+09]
189,190,408.0,1,10.0,[-3.68190980e-09 -3.64215852e-10  5.44884913e+00]
190,191,345.0,1,10.0,[-8.46516899e-10  3.54886568e-10 -5.82903323e+04]
191,192,274.0,1,10.0,[ 2.85588198e-09 -1.67110189e-10 -2.95750989e+01]
192,193,326.0,1,10.0,[-2.27397292e-09  8.93264157e-10  1.32774948e+06]
193,194,280.0,1,10.0,[-2.26520719e-09  1.01723649e-09 -7.66541099e+02]
194,195,262.0,1,10.0,[ 5.79740420e-10 -9.99009597e-10 -3.69712642e+05]
195,196,404.0,1,10.0,[ 1.97963287e-10 -1.59793493e-09 -4.14803865e+06]
196,197,348.0,1,10.0,[ 1.36721325e-10 -1.10280892e-09 -2.76165004e+01]
197,198,304.0,1,10.0,[3.45285097e-09 9.80417491e-10 2.19945447e+06]
198,199,324.0,1,10.0,[ 2.53963166e-09 -1.08900480e-09 -2.34059934e+09]
