,Evalaution Turn,iterations,success,fitness,position
44,45,101,1,5.9067752396207965e-09,[7.68351603e-05 1.77013435e-06 6.76608627e+02]
45,46,126,1,2.763256140551791e-09,[ 4.05645725e-05  3.34330913e-05 -3.39906690e+03]
46,47,91,1,6.156979168598917e-09,[-5.54888177e-05  5.54794581e-05 -3.04749393e+01]
47,48,102,1,3.82584348696722e-09,[5.98585638e-05 1.55819069e-05 3.09871303e+00]
48,49,64,1,6.294485135774268e-09,[ 7.93045777e-05  2.29544859e-06 -6.68562684e+00]
49,50,96,1,5.836473998613666e-09,[-6.69354250e-05  3.68255737e-05 -1.33364809e+02]
50,51,116,1,2.578225552559531e-09,[-2.28862817e-05 -4.53259712e-05  1.06869836e+01]
51,52,101,1,7.2492868060338025e-09,[-8.44257627e-05  1.10262139e-05 -2.26619422e+01]
52,53,82,1,6.0735932738384425e-09,[ 7.78507323e-05 -3.58563108e-06 -8.05720452e+01]
53,54,81,1,8.844298116418894e-09,[-4.73142292e-05  8.12752228e-05 -8.46076472e+04]
54,55,103,1,1.4667788300841618e-10,[-9.99738822e-06 -6.83594265e-06 -6.61732956e+01]
55,56,30,1,3.630136636515251e-09,[-5.94452642e-05 -9.81820777e-06 -8.42593148e+00]
56,57,90,1,4.310793131394418e-09,[-3.75867366e-05  5.38333574e-05 -2.74829894e+01]
57,58,105,1,8.027602656030657e-10,[ 4.60820674e-06  2.79557632e-05 -1.97454499e+01]
58,59,100,1,5.470913280714783e-10,[-1.98671874e-06 -2.33054559e-05 -4.53486768e+01]
59,60,83,1,3.522328076239696e-09,[ 1.51700333e-05 -5.73776800e-05 -5.14901480e+01]
60,61,112,1,2.38665380362318e-09,[ 2.33060292e-05  4.29357986e-05 -9.50505123e+03]
61,62,98,1,7.657073716066482e-09,[ 3.91190077e-06 -8.74172223e-05 -2.50874523e+01]
62,63,99,1,9.596011810843976e-09,[-8.26726966e-05  5.25474742e-05  2.54479732e+02]
63,64,101,1,4.477219375717853e-09,[-5.45185921e-05  3.87935883e-05 -1.32465691e+02]
64,65,91,1,9.92120726414854e-09,[-5.22163853e-05  8.48213203e-05  6.21584000e+00]
65,66,117,1,8.782430119828946e-09,[ 8.34188832e-06 -9.33426110e-05  1.32423859e+02]
66,67,89,1,3.151719022019509e-09,[ 5.31428321e-05 -1.80985750e-05 -3.91912374e+00]
67,68,102,1,8.884475795132919e-09,[9.33749104e-05 1.28686404e-05 6.31874898e+02]
68,69,69,1,1.5858798328531643e-09,[-7.93497116e-06  3.90245572e-05  4.26390750e+02]
69,70,98,1,4.05317878014507e-09,[-1.12046282e-05  6.26708472e-05  1.01279849e+00]
70,71,87,1,2.1732736030257888e-10,[9.32515261e-06 1.14179197e-05 3.20201968e+00]
71,72,53,1,2.811028969364749e-09,[-4.62708816e-05  2.58850244e-05 -2.58788910e+01]
72,73,96,1,1.2717220678626569e-09,[-2.92667568e-05 -2.03759420e-05 -1.27496414e+04]
73,74,98,1,5.053531150158528e-09,[-6.51691393e-05 -2.83991978e-05 -1.20059810e+02]
74,75,95,1,3.044252606436419e-09,[-5.31090988e-05 -1.49558091e-05 -2.13155893e+00]
75,76,86,1,1.8035632608738691e-09,[ 4.24670023e-05 -3.42016486e-07  2.85065748e+02]
76,77,79,1,8.872275917997004e-09,[-9.06522816e-05  2.55820203e-05  6.80346312e+02]
77,78,78,1,9.117830490623798e-09,[5.04855071e-05 8.10496395e-05 4.74438915e+03]
78,79,87,1,7.2566667149684715e-09,[ 1.88151184e-05 -8.30822366e-05 -2.13657207e+04]
79,80,88,1,5.197871138706606e-09,[5.82674541e-05 4.24590971e-05 5.10121656e+01]
80,81,88,1,4.740050617579544e-09,[-6.10189516e-05  3.18863320e-05  6.83989298e+02]
81,82,94,1,3.5814667975044543e-09,[-5.80748157e-05 -1.44493106e-05  1.17771672e+01]
82,83,102,1,8.106740649881418e-10,[-1.15122221e-05  2.60411752e-05 -1.02830540e+02]
83,84,99,1,7.055070476637357e-09,[-9.72784418e-06  8.34292486e-05  3.43726798e+00]
84,85,54,1,9.003686576117992e-09,[-8.17738735e-05 -4.81323195e-05  2.77363028e+03]
85,86,81,1,4.5287795731916337e-10,[-1.26218729e-05  1.71337761e-05  1.18467319e+01]
86,87,57,1,6.71098805914992e-09,[ 7.41651240e-05 -3.47925630e-05 -8.45626422e+02]
87,88,85,1,9.552323109374028e-09,[-7.56882918e-05  6.18353102e-05  3.50354121e+02]
88,89,37,1,7.769016729221763e-09,[ 8.44945728e-05 -2.50935031e-05 -1.01600155e+01]
89,90,72,1,3.92401817873944e-09,[ 4.16328637e-05 -4.68051583e-05 -2.16096020e+02]
90,91,87,1,3.6302469219449683e-09,[ 5.89187529e-05 -1.26026774e-05  5.25087452e+02]
91,92,88,1,9.997168730176397e-09,[-3.62308863e-05  9.31906197e-05  4.71735265e+02]
92,93,68,1,7.148599429396961e-10,[-5.11636442e-06  2.62427658e-05  1.25156927e+03]
93,94,102,1,7.412544621965231e-09,[-2.69256333e-05 -8.17774718e-05 -9.56502665e+01]
94,95,91,1,8.719774791252531e-09,[-7.90971964e-05  4.96327344e-05 -3.74370881e+00]
95,96,85,1,6.244677002188391e-09,[-5.67977582e-05  5.49426216e-05 -1.83901825e+01]
96,97,89,1,9.83540030337779e-09,[-9.91705483e-05  7.76312586e-07  2.06206898e+02]
97,98,91,1,6.701359600483572e-09,[7.30013138e-05 3.70427833e-05 9.55135781e+01]
98,99,104,1,6.054394314480965e-09,[-1.80857611e-05  7.56789241e-05 -1.07467936e+05]
99,100,95,1,8.420100229224163e-09,[-4.71762622e-05  7.87051492e-05  3.61983689e+02]
100,101,91,1,5.714204376650178e-10,[1.13668702e-05 2.10289015e-05 2.18921121e+02]
101,102,96,1,9.817579303574147e-09,[-6.89923395e-05  7.11170612e-05 -2.68556516e+01]
102,103,124,1,3.6883481283917542e-09,[-3.71636448e-05 -4.80334429e-05 -2.45492374e+01]
103,104,72,1,4.777843629020728e-09,[-5.55068471e-05 -4.11926396e-05 -5.95006407e-01]
104,105,57,1,7.99603311260735e-09,[ 8.90240916e-05 -8.41095829e-06 -2.88456685e+02]
105,106,98,1,2.969109157533396e-09,[ 5.32318681e-05 -1.16394750e-05 -6.30035790e+01]
106,107,73,1,6.655533010555557e-09,[ 7.93891678e-05 -1.87854478e-05 -6.76664145e+03]
107,108,100,1,3.866631936623348e-09,[-3.12187300e-05 -5.37775309e-05 -5.70840563e+05]
108,109,84,1,9.343051992001183e-09,[ 1.16572409e-05 -9.59539511e-05  6.91723669e+00]
109,110,107,1,6.919576818587952e-09,[-6.17644337e-05 -5.57201180e-05  3.21305950e+01]
110,111,80,1,3.4867640488821697e-09,[-4.71568594e-05  3.55386362e-05 -1.76557381e+04]
111,112,91,1,6.674082466281552e-09,[ 8.07720658e-05 -1.22456459e-05 -7.05331275e+00]
112,113,101,1,8.446773871361411e-09,[-8.97514841e-05  1.97849685e-05 -4.17698070e+04]
113,114,99,1,5.131972962315435e-09,[-3.63396155e-05  6.17365800e-05 -6.91540719e+00]
114,115,96,1,8.940568342619054e-09,[1.63714674e-05 9.31264914e-05 1.17781665e+02]
115,116,89,1,3.943586763981746e-09,[-3.28010184e-05  5.35507232e-05 -3.44208205e+01]
116,117,72,1,6.401859925367958e-10,[ 4.11746459e-06 -2.49646245e-05  4.76728791e+04]
117,118,98,1,2.123456310453222e-09,[ 6.91766673e-06 -4.55587774e-05 -2.09961685e+02]
118,119,62,1,7.906384164006906e-09,[8.84185367e-05 9.40991706e-06 4.14873057e+00]
119,120,87,1,8.881773953527776e-09,[-7.84704417e-05  5.21935220e-05 -4.76239344e+02]
120,121,75,1,8.490439911031722e-10,[ 1.52250650e-05 -2.48443431e-05 -3.15338779e+02]
121,122,74,1,2.095415812308908e-09,[-4.57754215e-05  1.63102139e-07 -1.11269392e+02]
122,123,77,1,1.3722716861770871e-09,[ 1.56937676e-05 -3.35555859e-05  3.46582734e+03]
123,124,96,1,5.079718422982393e-09,[ 5.70343942e-05 -4.27410377e-05 -3.95229021e+02]
124,125,91,1,8.838877825362226e-09,[6.51110716e-06 9.37895693e-05 2.70858660e+01]
125,126,125,1,7.612746386706932e-09,[-5.07923234e-05 -7.09428380e-05 -1.88024005e+02]
126,127,73,1,3.313391524608315e-09,[-2.94303755e-05 -4.94696323e-05  1.02703132e+03]
127,128,90,1,2.7696901609348626e-09,[ 5.25069307e-05 -3.56544308e-06 -4.68181252e+02]
128,129,96,1,8.854717822667179e-09,[ 8.62851797e-05  3.75444482e-05 -1.70341280e+02]
129,130,85,1,6.927126766378566e-09,[-3.68628593e-05  7.46207502e-05 -6.59606861e+03]
130,131,73,1,6.238017278088404e-10,[-1.34741938e-05 -2.10296892e-05  1.06376526e+00]
131,132,90,1,6.255916021502423e-09,[ 3.08694339e-05 -7.28216594e-05  1.51901243e+02]
132,133,88,1,8.1598010047168e-09,[-8.00036950e-05  4.19429349e-05  1.38370412e+03]
133,134,78,1,1.4416123014714214e-09,[ 3.79675609e-05 -2.76800811e-07 -3.57277795e+01]
134,135,136,1,9.69644031878581e-09,[-9.46432269e-05  2.71863922e-05  2.92254289e+04]
135,136,76,1,7.1041290459614644e-09,[ 7.08502096e-05  4.56549761e-05 -1.53064831e+01]
136,137,106,1,4.7514102226153015e-09,[ 4.69268332e-05 -5.04904203e-05  2.42722764e+02]
137,138,112,1,7.970150351960576e-09,[ 6.35221453e-05  6.27302750e-05 -2.71906940e+03]
138,139,83,1,7.623797959041768e-09,[ 8.59741265e-05 -1.52396694e-05  2.60020265e+00]
139,140,85,1,7.571236764609203e-09,[-8.70111519e-05 -5.44258339e-07  4.30589405e+00]
140,141,100,1,4.198551956653567e-09,[-1.51260139e-05 -6.30059970e-05  2.60439485e+01]
141,142,70,1,7.164176664754481e-09,[-8.15162140e-05  2.27877931e-05  4.50375816e+00]
142,143,81,1,4.775198594067173e-09,[ 6.40770825e-05 -2.58713373e-05 -1.23200162e+02]
143,144,81,1,4.4426207394136625e-10,[-1.76866004e-05  1.14650006e-05  3.41368066e+03]
144,145,110,1,9.820694986551996e-09,[9.87329017e-05 8.51522746e-06 1.79235676e+04]
145,146,78,1,8.575183440812345e-09,[6.29796541e-05 6.78877501e-05 8.69359129e+02]
146,147,108,1,6.221234433437051e-09,[-7.86130626e-05 -6.42034403e-06 -2.13802599e+03]
147,148,103,1,3.074434293905263e-09,[-4.27622655e-05 -3.52962171e-05  4.60366020e+01]
148,149,83,1,4.589588682280648e-09,[5.70905514e-05 3.64726969e-05 1.16128094e+01]
149,150,102,1,8.422229723992509e-10,[ 2.47777798e-05  1.51090901e-05 -1.89764979e+01]
150,151,83,1,1.320674928655807e-09,[ 3.22726256e-05  1.67078595e-05 -3.06794104e+03]
151,152,102,1,9.510979679935957e-09,[ 3.73347629e-05  9.00949231e-05 -2.12260364e+00]
152,153,79,1,7.44819504080227e-09,[-8.62766770e-05  2.12838964e-06  2.62478533e+00]
153,154,69,1,9.961448476809707e-09,[-9.41599316e-05 -3.30961593e-05  3.49662565e+00]
154,155,51,1,5.68783278753831e-09,[ 6.21250742e-05  4.27587178e-05 -9.55304593e+02]
155,156,89,1,2.664713157116659e-10,[ 1.61613915e-05 -2.29798593e-06 -2.77596280e+01]
156,157,76,1,7.653490628800199e-09,[ 8.74743621e-05 -1.31400372e-06 -3.57401345e+00]
157,158,85,1,4.995965560492775e-09,[ 4.81356950e-06 -7.05180481e-05  5.09110135e+01]
158,159,78,1,7.321038515314953e-09,[ 3.43027803e-05 -7.83859540e-05  2.30133341e+02]
159,160,83,1,4.402608332143169e-09,[ 6.36815132e-05  1.86352678e-05 -4.33762546e+01]
160,161,99,1,9.933290484932963e-10,[1.31798243e-06 3.14895534e-05 3.96244380e+01]
161,162,73,1,6.372785722346026e-09,[ 5.22289573e-05  6.03731873e-05 -2.68292872e+00]
162,163,103,1,2.4229002012856467e-09,[ 4.14537146e-05 -2.65422257e-05 -3.45447727e+00]
163,164,82,1,8.598632059138924e-09,[-8.80858576e-05  2.89743636e-05  9.73906036e+02]
164,165,66,1,3.978413098024561e-09,[-6.24050473e-05  9.16641538e-06 -2.40800439e+02]
165,166,71,1,5.51885224620248e-09,[ 1.73079222e-05 -7.22446405e-05  4.37146547e+02]
166,167,71,1,4.602460151297322e-09,[ 4.41544378e-05 -5.15057839e-05 -4.53791911e+00]
167,168,105,1,5.274666626890118e-09,[-2.45064940e-05 -6.83673780e-05 -1.36033818e+03]
168,169,103,1,6.896754331287644e-09,[-6.75327329e-05  4.83330562e-05  3.07336937e+02]
169,170,96,1,8.369649569167897e-09,[ 3.22781758e-05 -8.56023886e-05  1.88043194e+04]
170,171,95,1,7.412191679079697e-09,[-5.41131353e-05  6.69623795e-05  2.11826929e+00]
171,172,84,1,7.892838969491306e-10,[-2.77013228e-05 -4.68194522e-06  4.87484326e+03]
172,173,91,1,1.6903443278349057e-09,[-1.99083627e-05 -3.59722313e-05  4.96944637e+03]
173,174,75,1,8.513208166124952e-09,[1.21412865e-05 9.14647327e-05 2.62250340e+02]
174,175,102,1,4.838136072013029e-09,[ 3.11937379e-05 -6.21698222e-05 -2.10677745e+01]
175,176,89,1,6.169719266177789e-09,[-4.89021444e-05 -6.14678740e-05  1.28359526e+04]
176,177,79,1,3.1273910904763836e-09,[-4.88480542e-05 -2.72260664e-05  6.90286902e+02]
177,178,105,1,8.263063735646511e-09,[ 9.05389017e-05 -8.10993325e-06  5.25540086e+01]
178,179,94,1,1.0866779241185441e-09,[2.83804856e-05 1.67697931e-05 3.64761791e+02]
179,180,45,1,2.520131476434895e-10,[-6.03998426e-06 -1.46809992e-05 -8.52026922e+00]
180,181,96,1,5.441065522023189e-10,[ 1.13991479e-05  2.03510683e-05 -9.64985263e+00]
181,182,95,1,3.62598179184485e-09,[3.84889016e-05 4.63096777e-05 1.06447464e+02]
182,183,103,1,1.847328719408679e-09,[ 3.54512380e-05 -2.43009968e-05 -1.91092982e+02]
183,184,125,1,5.274700140967712e-09,[1.15384719e-05 7.17046986e-05 6.07476764e+00]
184,185,89,1,5.95064021936075e-09,[ 7.70667659e-05 -3.36954117e-06  8.25347048e+04]
185,186,105,1,7.791482658543581e-11,[ 8.82074319e-06 -3.30629842e-07 -1.41834343e+05]
186,187,98,1,3.4471860779510136e-10,[4.28895352e-06 1.80644260e-05 3.04083037e+02]
187,188,92,1,3.670186923708018e-09,[ 3.91383663e-05 -4.62425692e-05  2.27580110e+03]
188,189,92,1,8.339060822866605e-09,[ 5.51157609e-05  7.28101210e-05 -5.63222539e+01]
189,190,101,1,3.0656944794669525e-09,[-4.75808339e-05 -2.83153444e-05  1.30389025e+01]
190,191,92,1,5.215744002264367e-09,[ 1.54908052e-05  7.05392015e-05 -2.81431745e+03]
191,192,111,1,1.87521767008989e-09,[-1.66654002e-05  3.99685139e-05 -7.98533086e+02]
192,193,95,1,7.83797610223291e-09,[8.66812037e-05 1.80095815e-05 2.60105907e+01]
193,194,120,1,1.2386971908239076e-09,[ 3.20823310e-05 -1.44713935e-05 -7.98186330e+01]
194,195,61,1,8.553177466119783e-09,[-8.71659932e-05  3.09073955e-05 -8.65142559e+01]
195,196,83,1,2.8449534064681686e-09,[-5.32012830e-05  3.81796963e-06 -1.89505100e+01]
196,197,102,1,4.534839471107074e-09,[ 4.03023680e-05  5.39495932e-05 -8.31279046e+00]
197,198,79,1,4.2733429048427435e-09,[-3.91575808e-05  5.23452651e-05 -1.68022004e+01]
198,199,92,1,4.032042059331845e-09,[-1.17240911e-05 -6.24066322e-05 -8.87257969e+02]
