,Evalaution Turn,iterations,success,fitness,position
73,74,183,1,10.0,[-1.32917024e-09  1.76196923e-10 -9.01939498e+03]
74,75,170,1,10.0,[2.10807276e-09 1.73804572e-10 7.33908248e+04]
75,76,175,1,10.0,[ 2.28936910e-09  1.44031374e-09 -2.13883599e+03]
76,77,152,1,10.0,[ 2.52409630e-09 -4.70477198e-10  5.85807369e+05]
77,78,153,1,10.0,[9.39021664e-10 3.82778138e-10 9.27575869e+00]
78,79,152,1,10.0,[-1.73147747e-09  9.28300892e-10 -3.67019454e+04]
79,80,122,1,10.0,[-1.68605329e-09  1.59238287e-09 -3.18935294e+03]
80,81,145,1,10.0,[ 3.56014460e-09 -8.43515042e-10 -2.88356069e+03]
81,82,190,1,10.0,[ 2.37563188e-09  1.43628157e-09 -1.51649172e+04]
82,83,134,1,10.0,[-1.30447937e-09 -1.62298129e-09 -1.26227303e+03]
83,84,176,1,10.0,[-2.11281609e-09 -9.88357057e-11 -4.48978775e+05]
84,85,179,1,10.0,[-2.56075151e-09 -2.84350524e-10  2.30553408e+02]
85,86,176,1,10.0,[ 1.19139178e-09 -2.09124245e-10  8.19038368e+04]
86,87,133,1,10.0,[-4.83748419e-10  1.26191731e-09 -1.13425998e+04]
87,88,154,1,10.0,[ 3.66191495e-09 -1.36456973e-09 -3.12321026e+04]
88,89,168,1,10.0,[ 3.35531678e-09 -1.67413978e-09  1.27065764e+02]
89,90,157,1,10.0,[-2.23917400e-09  1.06516047e-09  7.68218138e+04]
90,91,149,1,10.0,[ 2.21305313e-09  2.57075287e-10 -2.63412382e+01]
91,92,142,1,10.0,[-3.14054880e-09  3.90147406e-10 -5.78804199e+02]
92,93,158,1,10.0,[-2.20438378e-09  1.33470982e-09  3.83290091e+04]
93,94,140,1,10.0,[-2.40523002e-09 -5.47860683e-10 -6.37488967e+04]
94,95,137,1,10.0,[-1.35941814e-09  1.14160054e-09 -6.81366748e+01]
95,96,136,1,10.0,[-2.63434575e-09 -1.50745578e-09  1.73318574e+01]
96,97,139,1,10.0,[-2.41454738e-09 -1.07262060e-09 -1.64993968e+02]
97,98,143,1,10.0,[-2.65300902e-09  1.64885719e-09  1.07920305e+02]
98,99,160,1,10.0,[-3.54699525e-10  1.67361594e-09 -1.58521000e+01]
99,100,163,1,10.0,[-3.18560234e-09  8.77932005e-10 -1.38657906e+03]
100,101,186,1,10.0,[-2.54485532e-09 -1.26658938e-09 -9.57119608e+03]
101,102,137,1,10.0,[ 3.52714100e-09  1.03116880e-09 -1.05169112e+02]
102,103,187,1,10.0,[-2.79986563e-09  7.81533530e-10 -9.96016638e+04]
103,104,153,1,10.0,[-2.14054385e-09 -1.60900790e-09  1.39485164e+05]
104,105,121,1,10.0,[-2.06038118e-09  6.34757344e-10 -5.66461020e+01]
105,106,145,1,10.0,[-5.11025697e-10  1.48452431e-09 -5.19092244e+02]
106,107,190,1,10.0,[ 3.54887167e-09 -1.40725383e-09  2.81356469e+01]
107,108,139,1,10.0,[-1.08920045e-10 -5.42651592e-10 -3.62609843e+00]
108,109,169,1,10.0,[-3.66337944e-09  4.62346017e-10 -3.23524699e+01]
109,110,164,1,10.0,[ 2.37587585e-09 -1.19720613e-09  3.52416705e+04]
110,111,174,1,10.0,[2.05509396e-09 2.77502298e-10 4.84024608e+02]
111,112,149,1,10.0,[ 7.08729192e-10  5.71539090e-10 -2.66003131e+02]
112,113,151,1,10.0,[-2.13763810e-09  6.80030318e-10  1.39846698e+02]
113,114,153,1,10.0,[-1.61444507e-09  4.24169185e-10  2.46655647e+03]
114,115,157,1,10.0,[ 8.05629892e-10  1.51562613e-10 -4.91107125e+01]
115,116,131,1,10.0,[-2.82551704e-09  3.45943642e-10 -3.21763833e+01]
116,117,148,1,10.0,[-3.50932871e-09 -6.15139484e-10  5.83327265e+04]
117,118,157,1,10.0,[ 2.23159350e-09 -9.10863882e-10 -2.26667791e+02]
118,119,166,1,10.0,[-2.23709278e-09  3.71607568e-10 -1.11817123e+04]
119,120,140,1,10.0,[ 9.24831653e-10 -1.42116995e-09 -2.68747305e+01]
120,121,161,1,10.0,[ 1.17585659e-09 -6.10485204e-10  9.25144800e+02]
121,122,123,1,10.0,[ 1.39202272e-09 -1.03558426e-09  9.09159663e+01]
122,123,158,1,10.0,[-2.43289029e-09  9.96669292e-10 -9.90024770e+00]
123,124,155,1,10.0,[-1.71982650e-09 -3.74175493e-10 -3.01483688e+03]
124,125,145,1,10.0,[ 1.21834374e-09 -1.44215385e-09  5.06884188e+02]
125,126,158,1,10.0,[ 2.89269312e-09 -6.18025737e-10 -1.93317900e+01]
126,127,149,1,10.0,[-4.46200632e-11 -7.59582423e-10 -7.01625007e+00]
127,128,162,1,10.0,[ 2.20745674e-09 -1.59600310e-09  2.47685579e+04]
128,129,143,1,10.0,[ 1.34269449e-09 -3.15190348e-11  1.43182975e-01]
129,130,149,1,10.0,[ 1.34633271e-10 -7.29898769e-10 -1.35861940e+03]
130,131,148,1,10.0,[4.39550748e-10 1.46223469e-09 1.33473083e+00]
131,132,145,1,10.0,[2.34803266e-09 1.58618964e-09 2.91018936e+04]
132,133,143,1,10.0,[-4.18997143e-10  1.62826395e-09 -3.99956206e+05]
133,134,157,1,10.0,[-2.87593595e-09 -2.72719085e-10 -1.01848087e+02]
134,135,145,1,10.0,[-1.73124391e-09 -6.09706634e-10  1.25859039e+03]
135,136,159,1,10.0,[3.59718696e-09 7.42710409e-10 6.19286908e+01]
136,137,182,1,10.0,[-2.60572584e-09  3.06865874e-10 -1.44057498e+04]
137,138,142,1,10.0,[ 3.63795428e-09  6.79630007e-10 -2.96486888e+01]
138,139,162,1,10.0,[-1.17681547e-09 -1.32509993e-09 -1.03451975e+03]
139,140,145,1,10.0,[ 3.04524732e-09  5.88063225e-10 -1.21412530e+03]
140,141,151,1,10.0,[ 1.92975446e-09 -7.73403988e-10  1.61865579e+02]
141,142,184,1,10.0,[-1.83120052e-09  1.16791888e-10  8.00143109e+04]
142,143,166,1,10.0,[-1.94160696e-09  1.62646225e-09 -2.89432854e+02]
143,144,136,1,10.0,[ 1.35292008e-09  1.51603084e-09 -3.07410599e+00]
144,145,161,1,10.0,[-7.84833794e-10  6.28753127e-10  3.56539554e+03]
145,146,133,1,10.0,[6.42640994e-10 1.60097287e-10 1.65902594e+02]
146,147,162,1,10.0,[-2.63257597e-09  1.36204216e-09  7.27203819e+02]
147,148,175,1,10.0,[-1.40381980e-09 -1.67401302e-09 -3.29199119e+01]
148,149,124,1,10.0,[2.86121363e-10 4.70022078e-10 3.20958281e+03]
149,150,146,1,10.0,[ 1.98734297e-09 -9.88993875e-10 -5.54178906e+00]
150,151,131,1,10.0,[ 1.76382718e-09 -7.89347851e-10  3.47113330e+01]
151,152,178,1,10.0,[-3.44497408e-09 -1.37577135e-09  9.31196546e+03]
152,153,151,1,10.0,[-1.78321091e-09  1.54871890e-09 -8.40136152e+01]
153,154,157,1,10.0,[-4.86394234e-10  1.01783727e-09 -5.28974055e+00]
154,155,163,1,10.0,[2.36397035e-10 1.42788516e-09 9.25292000e+05]
155,156,128,1,10.0,[ 4.74883998e-10 -2.47318975e-10 -5.72244637e+03]
156,157,121,1,10.0,[-1.06053127e-09 -1.47013245e-09  1.47998435e+04]
157,158,144,1,10.0,[ 2.49203251e-09 -8.12899328e-10  2.76177444e+04]
158,159,166,1,10.0,[3.27604130e-09 1.46366327e-09 1.39135270e+03]
159,160,146,1,10.0,[9.67676014e-10 1.64412495e-09 2.05103323e+04]
160,161,150,1,10.0,[-2.26826608e-09  8.17296069e-10 -3.14235049e+01]
161,162,160,1,10.0,[-4.75920515e-10 -1.42331634e-09 -1.34476629e+02]
162,163,142,1,10.0,[-1.82618464e-09  1.03480625e-09  2.27567325e+03]
163,164,137,1,10.0,[ 3.51410371e-09 -2.44235102e-10 -3.35304668e+03]
164,165,164,1,10.0,[-2.76249528e-09  1.60499313e-09  2.52020967e+05]
165,166,174,1,10.0,[ 7.05189013e-10  2.20199077e-10 -2.72544132e+02]
166,167,148,1,10.0,[-2.51924617e-09  6.95377344e-10 -1.02338863e+03]
167,168,192,1,10.0,[9.32485400e-10 7.60140792e-10 5.10954855e+00]
168,169,156,1,10.0,[-3.31187655e-09  1.74844393e-10  1.23942358e+03]
169,170,178,1,10.0,[-5.85072169e-10  7.71071047e-10 -5.13182914e+05]
170,171,134,1,10.0,[-3.42390966e-09 -3.60862471e-10  3.90415496e+01]
171,172,181,1,10.0,[-1.33417796e-09 -8.94387280e-10  6.09254153e+00]
172,173,164,1,10.0,[-3.40460782e-11 -7.38248828e-10 -5.31526673e+01]
173,174,162,1,10.0,[-5.23226567e-10 -3.01680768e-10 -5.03263339e+02]
174,175,160,1,10.0,[2.67051740e-09 1.63931478e-09 1.48704976e+01]
175,176,160,1,10.0,[ 2.09218811e-09 -9.17384159e-10  6.84735862e+03]
176,177,178,1,10.0,[-1.28341869e-09  5.18830948e-10 -1.09787320e+04]
177,178,167,1,10.0,[ 2.45431291e-09 -7.11060843e-10 -1.25635814e+03]
178,179,155,1,10.0,[8.84381184e-10 6.37875970e-10 2.92828908e+03]
179,180,167,1,10.0,[ 2.71504718e-10  2.85998889e-10 -5.06116559e+02]
180,181,167,1,10.0,[-2.21749769e-09 -2.41432769e-10  6.15580945e+02]
181,182,191,1,10.0,[ 2.9802420e-09 -1.1055076e-10  1.9883621e+02]
182,183,173,1,10.0,[ 3.69832252e-09 -1.62146347e-09 -2.31250124e+03]
183,184,156,1,10.0,[ 3.33983331e-10  4.61269885e-10 -8.07158135e+02]
184,185,169,1,10.0,[ 5.93639282e-10 -1.25586192e-09 -2.62996076e+01]
185,186,139,1,10.0,[ 1.36658427e-09 -1.13202895e-09 -9.48716056e+03]
